limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,risk_category
120000,2,1,2,26,0,7173,4280,0,0
50000,2,2,1,38,0,7405,1000,0,0
50000,1,2,2,31,0,91154,8306,0,1
300000,1,1,1,58,1,982253,37500,0,1
20000,1,2,2,30,0,18670,3232,0,0
50000,1,2,2,46,1,179777,10316,0,0
500000,2,2,2,44,0,542780,60000,0,0
130000,2,2,1,40,0,6582,4266,0,0
70000,2,1,2,28,1,380361,14372,0,1
70000,2,3,2,29,0,139745,6085,0,1
120000,2,2,2,27,0,179613,16500,0,1
340000,1,2,1,48,0,452696,19104,0,0
130000,1,1,2,41,1,4176,3480,0,0
240000,1,1,2,33,0,1341823,112669,0,0
50000,2,2,1,37,0,203047,14294,0,1
210000,2,2,1,48,0,78334,71458,0,0
30000,1,2,2,30,1,130653,5047,0,1
80000,2,2,2,22,0,299970,19595,0,0
50000,1,3,1,42,0,224985,9447,0,0
220000,2,3,1,25,0,591828,27346,0,0
40000,1,2,1,37,0,88850,11000,0,1
280000,1,1,2,26,0,1569744,60900,0,1
90000,2,2,1,31,0,350,0,0,0
180000,2,2,2,39,0,705298,36822,0,0
50000,1,2,2,30,1,148448,7281,0,0
320000,1,2,2,27,0,917657,41012,0,0
70000,1,2,1,38,0,269448,9518,0,0
260000,2,1,2,36,1,9281,3950,0,1
360000,1,1,1,38,0,720782,109690,0,0
100000,2,2,2,38,0,382709,11214,0,0
100000,2,1,1,32,1,2990,2565,0,0
140000,2,2,1,39,0,817962,34610,0,0
90000,2,2,2,28,0,525082,24000,0,1
220000,1,1,2,25,0,453646,115444,0,0
260000,2,1,2,34,0,9219,3982,0,0
260000,2,1,1,42,0,1062,984,0,0
20000,1,1,2,24,0,44920,20200,0,0
50000,2,1,2,27,0,279267,21290,0,1
70000,2,2,2,23,0,362436,17500,0,0
170000,2,2,1,36,1,103602,6500,0,1
30000,2,2,2,22,0,164417,16478,0,0
200000,1,2,2,68,0,1045002,39717,0,0
50000,2,2,2,39,0,108068,5854,0,0
50000,1,2,2,30,0,0,0,1,0
470000,2,2,1,35,0,360533,15321,0,0
20000,2,1,2,22,1,39014,22303,0,0
50000,1,2,2,26,0,1455,2037,1,1
360000,2,2,1,56,0,2647285,79669,0,0
20000,2,2,3,46,0,1320,930,0,0
140000,2,1,2,26,0,15687,9479,0,0
10000,2,3,1,47,1,21937,2776,0,0
90000,2,1,2,30,0,131165,9700,0,1
200000,2,2,1,46,0,59749,38527,0,0
390000,2,2,1,39,0,33882,19690,0,0
90000,2,2,2,25,1,490472,20305,0,0
130000,2,1,2,27,0,7271,8005,1,0
120000,2,2,2,33,1,4896,3878,0,1
160000,2,2,1,35,0,2442,2070,0,0
70000,2,2,2,24,0,384610,72349,0,1
80000,1,3,1,60,0,248879,16141,0,0
250000,2,2,2,36,0,324635,11714,0,0
240000,1,2,2,37,0,1028587,37000,0,0
50000,2,2,2,49,0,52387,16054,0,0
30000,2,3,2,23,0,14923,3706,0,0
50000,1,3,1,51,1,214356,8600,0,1
80000,2,2,2,24,1,16003,2580,0,1
130000,1,2,1,47,0,355939,10706,0,0
50000,1,3,2,23,0,175254,25332,0,0
200000,1,2,1,39,0,-530,15090,1,1
140000,1,3,1,33,0,447611,13837,0,0
30000,2,1,2,23,0,128801,9400,0,0
20000,2,1,2,25,0,96561,10200,0,1
70000,1,2,2,29,0,126812,7800,0,1
20000,2,3,3,48,0,113679,5673,0,0
410000,1,1,1,42,0,200313,16800,0,0
250000,1,1,1,41,1,6570,6180,0,0
140000,2,2,2,27,1,828090,33329,0,1
90000,2,1,2,26,0,103295,30028,0,0
340000,1,1,1,38,0,40419,45354,1,0
230000,2,2,1,28,0,4671,11081,1,0
80000,1,3,2,33,0,207358,13600,0,1
50000,2,2,2,42,1,140372,30337,0,0
60000,2,2,1,35,0,293854,10300,0,0
50000,2,2,2,24,0,64091,5267,0,1
210000,2,2,2,28,0,589744,19755,0,0
140000,2,1,2,27,0,734924,27900,0,0
20000,1,3,2,32,0,36875,3588,0,1
20000,1,3,3,48,1,54193,43300,0,0
230000,1,1,2,32,0,13980,2223,0,0
210000,1,2,2,27,0,171128,8006,0,0
20000,1,2,2,34,0,124672,13195,0,0
50000,2,2,2,24,0,284780,10809,0,1
30000,1,3,2,49,0,91124,51478,0,0
50000,2,2,2,36,1,180438,7351,0,0
150000,2,1,1,30,0,85420,72007,0,1
160000,1,2,1,57,0,2869,2287,0,1
90000,2,3,1,42,0,65039,3607,0,0
150000,1,2,1,39,0,65420,55391,0,0
200000,1,3,2,36,1,45810,40714,0,0
170000,1,1,1,40,0,1017402,40368,0,0
100000,2,2,1,38,0,538121,24000,0,1
20000,1,3,1,39,0,81011,4111,0,0
30000,1,1,2,24,0,169027,8150,0,0
200000,1,1,2,32,0,74386,2000,0,0
180000,1,2,1,46,0,2490,2235,0,0
160000,2,2,1,44,0,18689,6753,0,0
80000,2,2,2,31,0,342661,16100,0,1
70000,2,1,1,36,0,363387,18000,0,1
80000,1,3,2,44,1,229057,4673,0,1
50000,1,2,2,45,1,203376,6648,0,0
140000,2,2,1,58,1,440213,14700,0,1
90000,2,2,1,50,0,162019,47627,0,0
120000,2,1,2,27,0,19333,0,0,0
80000,2,2,2,33,0,250600,67228,0,0
20000,1,2,2,43,1,150492,54301,0,1
20000,1,1,2,28,0,72543,20400,0,1
440000,2,2,2,34,0,4507,4541,1,0
310000,2,2,1,28,0,657088,132000,0,0
80000,2,2,2,25,0,442,1544,1,0
200000,1,1,2,28,0,420058,106500,0,1
300000,2,2,1,34,1,30806,11206,0,1
140000,2,2,1,35,0,46990,13693,0,0
230000,2,2,1,43,0,26458,27870,1,0
130000,2,3,1,38,1,427624,14286,0,0
40000,2,5,1,48,0,198468,4692,0,0
20000,2,3,1,23,0,112158,6987,0,1
90000,2,2,2,26,0,228042,16500,0,0
50000,2,3,2,41,1,152398,6848,0,1
220000,1,2,1,49,0,865110,64488,0,0
60000,2,2,3,64,1,159255,10000,0,1
240000,1,3,1,48,0,771225,43000,0,0
400000,2,2,2,40,0,0,0,1,0
120000,1,1,2,30,0,2378,11314,1,1
280000,2,1,1,37,0,4215,4513,1,0
390000,2,2,2,28,0,11597,12382,1,0
340000,2,1,1,46,0,171905,218853,1,0
10000,1,2,2,47,1,27527,31800,1,0
110000,1,2,1,35,1,346737,44033,0,0
100000,1,2,2,31,0,173622,5000,0,0
130000,2,2,1,25,0,519541,34302,0,0
230000,1,2,1,45,0,973017,24800,0,1
290000,2,2,1,39,1,1720044,64828,0,1
50000,1,1,2,29,0,119902,8000,0,0
120000,2,1,2,27,0,80836,68053,0,0
240000,2,1,1,36,1,34695,22080,0,0
360000,2,1,2,32,0,842061,30137,0,0
110000,2,3,2,31,0,402313,14322,0,0
60000,2,3,2,23,0,108691,34387,0,0
130000,1,1,2,33,1,14975,8495,0,0
250000,2,1,1,31,0,7642,7376,0,0
410000,1,3,2,38,0,18791,14035,0,0
130000,2,3,2,53,0,560920,21403,0,0
200000,1,1,2,38,0,1146522,43384,0,1
60000,2,1,2,25,0,219123,7493,0,1
20000,1,1,2,25,0,14648,34184,1,0
20000,1,2,1,37,0,67837,5935,0,1
380000,2,2,1,50,0,1770119,112734,0,1
80000,1,3,1,47,1,348032,53063,0,0
160000,1,2,2,31,0,152997,7314,0,0
50000,1,1,2,23,0,230395,7900,0,1
50000,1,2,1,34,0,119095,8156,0,0
310000,1,2,1,34,0,410482,23000,0,0
130000,1,2,2,30,0,612821,25800,0,1
180000,1,1,2,33,0,161544,5609,0,1
130000,2,2,1,43,0,627080,25881,0,0
50000,1,1,1,35,0,290658,36749,0,0
150000,2,2,1,30,1,183518,27935,0,1
230000,2,1,2,25,0,72800,12939,0,0
20000,2,1,2,23,0,118128,7304,0,0
360000,2,1,1,33,1,0,0,1,0
180000,2,1,1,31,0,2537,2537,1,0
280000,1,2,1,37,0,1142893,45127,0,0
90000,2,1,2,23,1,61518,8200,0,1
210000,1,2,1,41,0,629663,17600,0,1
240000,1,1,2,30,1,0,0,1,0
200000,2,1,1,49,0,4434,0,0,0
180000,2,1,1,35,0,295443,35163,0,0
190000,1,3,1,44,0,7352,4000,0,1
50000,2,3,1,53,0,26819,27773,1,0
80000,2,5,1,23,0,87807,37432,0,0
50000,1,2,2,23,1,104488,7000,0,1
130000,1,1,2,29,0,102590,0,0,0
30000,2,2,1,52,1,124527,6500,0,1
30000,2,1,2,28,0,106727,22500,0,0
50000,1,2,2,24,1,137793,7262,0,1
360000,2,1,1,41,0,615219,104000,0,0
80000,2,2,2,24,1,247217,18104,0,1
460000,1,1,2,33,0,977788,36362,0,0
200000,1,1,1,48,0,26330,22135,0,0
50000,1,2,2,22,1,176774,46129,0,0
370000,2,2,2,28,0,421633,37889,0,0
20000,2,2,1,42,1,118899,5150,0,1
50000,2,1,2,24,0,236640,9909,0,0
80000,1,2,1,54,0,147468,10305,0,0
170000,2,1,1,31,0,0,0,1,0
400000,1,1,1,54,0,91924,91068,0,0
500000,2,2,1,41,0,510628,14761,0,0
250000,1,3,1,44,1,97381,93213,0,0
80000,2,2,2,22,0,287690,8500,0,0
90000,2,2,3,40,0,464608,18546,0,1
120000,1,3,2,44,1,728410,133477,0,1
310000,1,2,1,44,0,53240,14000,0,0
20000,1,2,2,22,0,17867,4643,0,0
60000,2,2,2,29,0,16191,5444,0,1
460000,2,1,2,29,0,1000570,43117,0,0
220000,1,2,1,40,0,31960,36752,1,0
220000,1,1,2,32,1,1049198,152000,0,0
20000,1,2,2,33,0,60946,1183,0,1
80000,1,3,1,38,1,38449,23387,0,1
220000,1,1,2,31,0,33190,29448,0,0
20000,1,2,2,23,0,85608,12201,0,0
100000,2,2,2,26,0,299092,12000,0,0
230000,2,1,2,31,0,459658,18128,0,0
300000,2,2,1,40,0,875751,257620,0,0
20000,1,2,2,24,0,4472,1950,0,0
160000,1,1,2,29,0,6728,6728,1,0
70000,2,2,1,27,1,318792,17381,0,1
240000,2,2,2,37,0,1703651,61102,0,0
100000,1,2,2,25,0,97292,32526,0,0
220000,1,2,2,30,0,99930,20085,0,0
50000,1,2,2,42,0,38955,5243,0,0
80000,2,3,1,44,0,11567,5837,0,0
130000,1,1,2,28,1,216794,0,0,1
30000,2,2,2,23,0,166383,7700,0,1
360000,2,2,1,46,1,0,0,1,0
280000,1,2,1,34,1,741779,26202,0,0
230000,1,1,1,45,0,278381,11015,0,0
30000,2,1,2,24,0,29323,28866,0,0
70000,2,2,1,28,1,198285,14016,0,0
100000,1,2,2,32,0,274769,10166,0,0
50000,1,2,2,27,1,277283,58570,0,1
150000,2,2,2,26,0,221,0,0,0
20000,1,2,2,46,1,2730,1170,0,0
100000,1,3,3,48,1,38430,21449,0,1
90000,2,2,2,25,1,259102,9101,0,1
50000,1,3,2,49,0,135223,24300,0,0
200000,1,1,1,49,1,15000,0,0,1
250000,2,2,2,26,0,127902,10692,0,0
140000,2,1,1,32,0,0,0,1,0
320000,2,2,1,44,0,2772,2376,0,0
20000,2,2,1,22,1,122340,5152,0,1
80000,2,2,2,26,0,278645,16566,0,0
300000,2,2,2,36,0,105250,107163,1,0
500000,2,1,1,38,0,222958,70304,0,1
30000,1,2,2,22,0,60326,27134,0,0
130000,2,4,2,47,0,9474,7996,0,1
40000,1,2,1,25,0,230404,9973,0,1
20000,2,2,2,22,0,65852,21322,0,0
470000,2,1,2,39,0,19755,20935,1,0
200000,2,1,2,42,1,7939,9144,1,0
50000,2,2,2,31,1,194889,8800,0,1
130000,2,2,1,36,0,138384,10936,0,0
100000,2,2,1,33,0,20890,15436,0,0
160000,1,1,2,29,0,1740,1352,0,0
50000,1,3,2,26,0,114791,24969,0,0
180000,1,1,1,42,0,572997,20717,0,0
50000,1,3,2,29,0,173245,8000,0,0
70000,2,3,1,40,0,337435,11857,0,0
270000,1,2,1,53,1,1316830,43500,0,1
210000,2,2,1,48,0,580,540,0,0
70000,2,2,1,43,0,179920,46488,0,0
160000,2,1,2,31,0,33817,26905,0,0
30000,2,2,1,27,0,58716,19403,0,0
250000,1,1,2,29,0,27525,16197,0,0
10000,2,3,1,51,0,23011,5170,0,1
50000,1,2,2,27,0,113324,5741,0,1
120000,1,3,1,38,0,40380,31777,0,0
50000,1,2,2,28,0,256104,10001,0,0
250000,1,1,2,36,0,652470,23800,0,0
20000,1,2,2,48,1,3120,1170,0,1
70000,2,2,2,25,0,116994,13010,0,0
50000,1,2,2,46,0,110046,33927,0,0
110000,1,2,2,41,0,731024,46509,0,0
100000,2,1,2,32,0,99175,42317,0,1
20000,1,2,1,31,0,1727,2528,1,0
120000,2,2,1,25,0,408469,59281,0,0
50000,1,2,2,26,0,29120,26800,0,0
140000,1,2,1,29,1,452667,17863,0,1
140000,1,2,1,34,1,14531,14111,0,0
250000,2,1,1,39,0,1143816,50743,0,0
180000,2,2,2,30,0,273695,12905,0,0
130000,1,2,2,26,0,110748,1650,0,0
200000,1,1,2,27,0,34303,35057,1,0
100000,2,1,2,26,0,413347,16690,0,1
20000,1,2,2,23,0,76159,33500,0,0
290000,2,3,2,27,0,300033,219219,0,0
110000,1,1,1,46,0,497256,17703,0,0
30000,2,2,2,27,0,5700,0,0,2
150000,2,3,2,23,0,99246,78932,0,0
150000,2,2,2,34,0,13228,21428,1,0
120000,2,1,2,25,1,0,0,1,0
280000,1,2,1,28,0,158901,7600,0,0
90000,2,2,1,36,0,-746,4330,1,0
130000,1,2,1,39,0,12846,2340,0,0
30000,1,2,2,24,1,168918,6150,0,1
100000,1,1,1,25,0,173950,4110,0,0
30000,2,1,2,27,1,132734,10000,0,1
90000,2,2,1,28,0,193887,10600,0,0
160000,2,2,1,25,0,517316,3849,0,1
260000,1,1,1,51,0,7402,6750,0,0
50000,1,1,2,28,1,226329,10700,0,1
260000,1,3,2,27,0,838464,31632,0,0
220000,2,1,2,35,0,33197,31494,0,0
20000,2,2,2,22,0,118040,6721,0,0
300000,2,1,2,25,1,1850895,20000,0,2
250000,2,1,2,31,0,-1774,486,1,0
200000,1,2,2,30,0,2080,2496,1,0
20000,2,2,2,21,0,76516,9600,0,1
50000,1,2,2,25,1,165850,6100,0,1
100000,2,3,2,28,0,183853,223623,1,0
170000,1,2,1,37,0,847993,31528,0,0
120000,1,1,1,37,0,460121,26100,0,0
120000,2,2,2,38,0,153922,6457,0,0
50000,1,2,2,26,0,132306,6102,0,1
260000,2,1,2,28,0,323114,14466,0,0
60000,2,2,2,44,0,179720,6630,0,0
120000,2,2,2,28,1,400,0,0,1
220000,2,3,1,47,0,422929,432723,1,0
200000,1,1,2,26,0,-706,0,1,0
90000,2,2,1,45,0,399849,129109,0,0
310000,2,1,1,25,0,798289,21663,0,0
110000,2,2,1,34,0,122047,5626,0,0
140000,2,2,2,42,0,162570,7130,0,0
160000,2,1,1,51,0,154279,19403,0,0
80000,2,2,2,24,1,155451,9100,0,1
500000,2,1,1,36,0,1337091,205103,0,0
130000,1,2,2,29,0,698299,27105,0,0
240000,2,2,1,44,0,1332991,52022,0,1
50000,2,2,2,24,1,14400,0,0,2
180000,2,1,1,42,0,2490,2490,1,0
240000,1,2,2,33,1,54420,57235,1,0
180000,1,2,1,30,0,561970,21468,0,0
130000,1,2,2,33,0,723860,28650,0,0
50000,2,1,2,24,1,26296,7522,0,0
500000,1,1,2,34,0,324786,280815,0,1
200000,1,2,1,29,0,1079630,47000,0,1
220000,2,1,2,29,0,70848,73957,1,0
70000,1,2,1,33,0,143817,7803,0,1
440000,1,1,1,31,0,79280,14152,0,0
290000,1,4,1,52,0,626488,231692,0,0
50000,2,2,2,23,0,162128,5654,0,0
120000,2,2,2,23,0,399331,52000,0,0
80000,2,3,1,44,0,58991,61892,1,0
170000,2,2,1,27,0,881467,35078,0,0
160000,1,1,2,41,1,2272,1980,0,0
280000,1,1,2,29,1,90518,53809,0,1
40000,2,2,1,47,1,197069,8701,0,1
80000,2,3,1,53,0,413909,22000,0,0
210000,2,2,1,40,0,21708,10053,0,0
60000,2,2,1,29,1,303107,11520,0,1
20000,2,2,1,40,1,96271,4165,0,0
230000,2,2,2,36,0,19677,19781,1,0
90000,2,1,1,50,0,387793,19300,0,0
170000,2,1,1,35,0,6683,8317,1,0
70000,2,2,2,22,0,206331,7191,0,0
50000,1,2,2,29,0,159848,8422,0,1
140000,2,1,1,48,0,13575,8232,0,0
50000,2,3,2,55,0,229745,10013,0,0
270000,2,1,2,45,0,569296,112173,0,0
170000,2,2,1,49,1,693003,19100,0,1
180000,2,1,2,27,0,580129,21613,0,0
80000,2,1,2,29,0,15430,16405,1,0
450000,2,1,2,37,0,361265,112772,0,0
400000,1,1,2,29,0,57966,99693,1,0
400000,2,2,2,35,0,19673,15204,0,1
60000,1,3,2,25,0,262240,12459,0,0
110000,1,1,2,25,0,342147,19500,0,0
60000,2,2,2,24,0,148181,9124,0,0
140000,1,1,2,37,1,290512,75243,0,0
20000,1,2,1,24,1,72987,6000,0,0
50000,1,1,2,30,1,342551,14700,0,1
30000,2,3,2,53,0,140919,7382,0,1
210000,2,2,2,26,0,929747,35205,0,0
50000,1,2,2,36,1,207076,9000,0,1
200000,1,1,2,30,0,25819,32570,1,1
120000,2,3,1,50,0,462846,12628,0,0
200000,2,1,2,29,1,14199,5227,0,0
180000,2,2,1,35,0,3230,1364,0,0
440000,2,2,1,47,1,5335,7026,1,0
150000,2,2,2,22,0,81185,40204,0,0
130000,1,1,1,70,1,0,0,1,0
50000,2,2,1,26,0,76843,39000,0,0
180000,2,2,2,28,1,54649,26242,0,1
80000,2,2,2,24,0,389101,14710,0,0
170000,2,1,2,29,0,19909,10426,0,0
150000,2,1,2,25,0,24898,4150,0,0
240000,1,2,2,35,0,904856,30503,0,0
140000,1,2,2,24,1,817397,33602,0,1
50000,1,3,0,50,0,76885,8600,0,0
20000,2,2,1,36,0,50172,13000,0,0
240000,2,1,1,38,0,158322,149984,0,0
30000,2,2,1,45,0,117175,4949,0,0
50000,2,2,2,29,1,39812,2996,0,1
20000,2,2,1,37,1,116252,6062,0,1
20000,2,2,1,50,1,128030,994,0,2
310000,2,2,1,48,0,0,0,1,0
200000,1,2,2,39,0,117700,48115,0,1
330000,1,3,2,48,0,12613,12813,1,0
100000,2,3,1,53,0,502346,22429,0,0
50000,2,3,2,35,0,95127,4169,0,0
120000,1,2,2,30,0,351834,15000,0,0
160000,1,1,1,42,0,454384,19341,0,1
170000,1,1,1,62,0,51173,6847,0,0
50000,2,3,0,27,0,100376,2530,0,1
30000,2,2,2,23,0,1170,780,0,0
150000,1,1,2,29,0,716925,15854,0,0
320000,2,2,2,33,0,36731,21506,0,0
50000,2,2,1,58,0,200577,7426,0,1
20000,2,1,2,26,0,105601,6467,0,0
20000,1,2,2,25,1,112371,1836,0,2
50000,1,2,1,34,0,204214,11333,0,0
160000,1,3,1,46,0,5486,4576,0,0
20000,2,2,2,34,0,102183,3968,0,0
130000,1,2,1,27,1,156496,29232,0,0
150000,2,2,2,24,0,15075,24433,1,0
20000,2,2,2,23,0,85526,21997,0,0
20000,1,3,1,45,1,76077,5340,0,1
70000,2,3,1,56,0,17976,7770,0,0
50000,1,1,2,26,0,114088,5917,0,0
200000,1,2,1,40,0,260887,40937,0,0
320000,2,2,2,30,0,51574,46576,0,0
50000,1,3,2,34,0,1560,0,0,1
70000,1,2,2,25,0,150386,6615,0,0
200000,2,3,2,33,0,1243,2512,1,0
250000,2,2,1,29,0,1288,1546,1,0
70000,2,1,2,25,1,404964,15405,0,0
90000,2,2,1,36,1,4385,3700,0,0
400000,1,1,2,32,0,112142,18134,0,1
130000,2,1,2,33,0,41116,37255,0,0
110000,2,1,1,40,0,320020,17000,0,1
150000,1,1,2,38,0,850336,30571,0,1
330000,2,1,2,28,0,50191,21920,0,0
30000,2,3,2,21,0,168079,3700,0,1
360000,2,1,2,32,0,244620,164451,0,0
50000,1,1,1,54,0,169528,6234,0,0
60000,2,2,2,24,1,174100,7000,0,1
200000,2,2,2,27,0,1584,1320,0,0
180000,2,1,2,43,0,14866,14866,1,0
50000,1,3,2,52,0,254954,8558,0,0
80000,2,3,1,38,0,990,660,0,0
50000,2,2,2,23,1,202465,9800,0,1
270000,2,3,1,30,0,11893,43583,1,0
100000,2,2,2,23,1,3278,6210,1,0
170000,2,2,2,38,0,812362,31012,0,0
30000,1,1,1,30,0,90521,12000,0,0
230000,2,2,2,38,0,659661,24582,0,0
200000,2,1,1,34,0,39696,42949,1,0
130000,1,1,2,36,1,262292,7400,0,0
30000,1,2,1,62,0,14178,1000,0,0
140000,2,2,1,26,0,223835,8900,0,0
490000,1,1,1,43,0,254275,253920,0,0
160000,1,2,2,30,0,11240,8370,0,0
180000,1,2,1,42,1,180756,7260,0,0
260000,2,2,1,32,0,1314745,46697,0,0
80000,2,2,2,27,1,326029,11435,0,0
360000,2,1,2,29,1,79171,56762,0,0
20000,2,1,2,25,0,4145,4237,1,0
20000,1,1,2,28,0,40499,1650,0,0
80000,2,3,1,28,0,238744,13719,0,0
500000,1,1,2,32,0,118395,62572,0,0
160000,1,1,1,55,0,621732,16282,0,0
20000,2,1,2,22,0,89355,6511,0,0
330000,2,1,1,36,0,1853,1642,0,0
80000,2,1,2,26,1,248562,11500,0,1
220000,1,2,1,40,0,1115297,39789,0,1
230000,2,2,2,28,0,1202888,55929,0,1
90000,2,2,2,25,0,464824,28463,0,0
300000,1,3,1,61,1,283983,8711,0,1
30000,2,2,1,45,1,182502,7540,0,0
80000,2,2,1,40,1,420756,13420,0,1
60000,1,1,2,27,0,24239,12191,0,0
360000,1,5,1,31,0,893744,21600,0,0
360000,1,1,2,27,0,7515,5910,0,1
30000,2,2,2,23,0,70738,4784,0,1
190000,1,3,1,50,0,678231,32791,0,1
130000,2,2,1,45,0,771399,34710,0,1
110000,2,1,2,34,0,561200,19593,0,0
350000,2,2,1,46,0,80561,67561,0,0
50000,2,3,1,52,0,186596,7000,0,0
130000,2,2,3,38,0,29048,16616,0,0
50000,1,1,2,29,1,296297,13421,0,1
50000,1,2,2,25,0,72206,16900,0,0
380000,2,2,2,31,0,1003728,155866,0,0
260000,2,1,2,30,0,723479,29075,0,0
140000,2,2,2,28,0,-1056,652,1,0
270000,2,1,2,36,0,34673,32176,0,0
30000,2,2,1,33,0,162743,6254,0,0
240000,1,1,2,35,0,220,0,0,0
70000,1,3,2,32,1,316129,12182,0,0
120000,1,1,1,50,1,243150,9800,0,1
160000,2,2,2,42,1,644982,19483,0,1
170000,1,3,2,36,1,62899,64604,1,0
380000,2,1,2,31,0,1918951,89283,0,0
160000,2,2,1,26,0,439182,16828,0,1
30000,1,2,2,39,0,164747,5200,0,1
260000,2,1,1,40,0,11524,15611,1,0
70000,1,2,2,41,1,240699,16000,0,1
240000,1,2,1,39,0,28345,24553,0,0
170000,2,2,1,43,0,74932,67993,0,0
30000,1,2,1,36,0,163750,3306,0,1
90000,1,3,2,32,0,237845,35807,0,0
250000,1,2,2,25,0,188668,22000,0,1
270000,2,2,2,25,0,151695,6645,0,0
130000,2,2,2,24,1,6469,9711,1,0
360000,1,1,1,43,0,86973,68572,0,1
490000,1,1,1,35,0,104110,9443,0,0
110000,2,2,1,31,0,471768,16781,0,0
100000,1,2,2,27,0,102721,69555,0,0
200000,1,3,1,28,0,16739,16704,0,0
50000,2,2,2,24,0,213485,7780,0,0
220000,1,2,2,30,0,4572,1000,0,0
360000,1,3,2,41,0,303600,115523,0,1
20000,2,2,1,51,0,10400,2000,0,0
70000,2,2,1,44,0,274136,12485,0,0
180000,2,2,2,29,0,739617,25274,0,0
50000,1,2,2,32,0,152833,5766,0,1
140000,2,1,2,28,0,75754,26322,0,0
220000,1,2,1,47,0,25072,19682,0,0
150000,2,2,2,50,0,25128,17238,0,0
30000,1,2,2,33,0,182204,35882,0,0
300000,2,2,1,32,0,385113,10350,0,0
420000,1,1,1,36,0,10098,9658,0,1
80000,2,2,2,30,0,237091,12096,0,1
100000,2,3,2,46,0,24806,18924,0,1
120000,2,2,2,25,1,0,997,1,0
230000,2,1,2,38,0,168911,51120,0,0
200000,2,2,1,28,0,4712,1896,0,0
200000,1,1,2,29,0,3501,2728,0,0
230000,1,3,1,30,0,286016,8085,0,0
200000,1,2,2,27,0,149457,2000,0,0
50000,1,3,1,65,1,75791,4500,0,1
220000,1,1,1,36,0,37783,198671,1,0
90000,1,3,2,27,1,449668,13068,0,1
500000,1,2,2,35,0,1279515,72571,0,0
130000,2,1,2,29,0,2139,0,0,0
210000,1,2,1,37,0,376226,15500,0,0
200000,2,1,2,30,0,37090,10599,0,0
20000,1,1,2,24,1,32692,7237,0,1
410000,2,1,1,38,1,997669,28402,0,1
290000,2,1,1,35,0,0,0,1,0
270000,2,2,2,26,0,441612,24434,0,0
90000,2,1,2,27,1,132445,18575,0,0
30000,2,1,2,27,0,157460,12000,0,0
360000,2,1,2,28,0,36029,14387,0,0
240000,1,1,1,30,0,1317293,45707,0,0
180000,2,2,2,23,0,754815,141130,0,0
50000,2,2,1,24,0,900,0,0,0
50000,2,2,2,47,1,304721,15500,0,0
100000,1,2,2,30,0,298459,11800,0,0
50000,1,2,2,39,0,293749,11538,0,0
360000,1,1,1,48,0,486407,211177,0,0
550000,2,5,2,52,0,828645,40433,0,0
260000,2,2,1,39,1,866533,27666,0,1
500000,2,1,1,34,1,7000,3500,0,1
130000,1,1,2,27,0,1960,0,0,0
30000,1,2,2,39,0,140249,5212,0,0
160000,2,1,2,40,0,0,0,1,0
420000,2,2,1,40,1,19828,24697,1,0
50000,2,3,1,22,0,268246,13200,0,1
30000,2,1,2,36,1,158349,5216,0,1
50000,2,2,2,32,0,202209,10112,0,1
160000,2,1,1,39,1,957,781,0,1
120000,2,2,2,26,0,70208,60758,0,1
50000,2,1,2,28,0,267536,18967,0,0
130000,1,2,2,42,0,264288,6000,0,0
150000,1,1,2,42,1,501195,22504,0,1
450000,1,1,1,48,1,12036,6453,0,1
150000,1,1,1,29,0,169617,112320,0,0
90000,2,2,2,53,0,60484,22398,0,0
130000,1,1,2,28,0,272582,8421,0,0
130000,1,2,2,30,0,788322,30912,0,1
390000,2,2,1,41,0,740865,236913,0,0
200000,1,2,2,29,1,15000,0,0,1
300000,2,2,1,50,0,98154,16659,0,0
140000,2,2,1,42,0,121970,25411,0,0
200000,2,1,2,35,0,10356,11758,1,0
30000,1,2,2,30,0,124929,5203,0,0
30000,1,3,2,24,0,120077,3407,0,1
160000,2,1,2,37,0,884052,31956,0,0
210000,2,2,2,37,0,266477,49478,0,0
310000,2,2,2,51,0,342,819,1,0
400000,2,2,1,33,0,42025,32170,0,0
50000,2,3,1,35,1,192530,3984,0,1
80000,1,2,1,33,0,153683,64606,0,0
340000,2,1,2,33,0,23743,25398,1,0
140000,1,1,2,27,0,586129,167547,0,0
380000,1,1,1,39,1,811563,36605,0,1
50000,2,2,1,34,1,305113,13400,0,1
10000,1,2,2,35,0,53951,4400,0,0
30000,2,2,2,28,0,11300,16746,1,0
360000,2,1,1,50,1,0,0,1,0
150000,2,2,1,47,0,2046,1730,0,1
50000,1,1,2,23,0,107252,9200,0,1
120000,1,2,3,42,0,34778,6700,0,0
250000,2,1,2,35,0,1590,268,0,0
20000,1,1,2,24,1,93667,5989,0,0
30000,2,1,1,30,1,108626,7337,0,1
260000,1,1,2,27,0,562799,43142,0,0
250000,2,1,2,30,0,123641,45930,0,0
260000,2,2,1,41,0,14156,11462,0,0
150000,2,2,1,35,0,527180,20100,0,0
160000,2,2,2,33,0,77753,43354,0,0
80000,1,2,2,30,0,161963,3750,0,0
500000,2,1,2,38,0,203772,211535,1,0
110000,2,2,2,29,0,80455,3704,0,1
100000,1,1,2,28,0,253596,16127,0,0
360000,2,1,1,35,0,822990,65700,0,0
330000,1,2,1,65,0,2500,2500,1,0
