limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,max_delay,risk_category,bill_to_limit_ratio,payment_to_bill_ratio
180000,2,3.0,1,39,1,77440,8710,0,2,1,0.43022222222222223,0.11247417355371901
150000,2,1.0,3,30,0,10110,14519,1,-2,0,0.0674,1.436102868447082
140000,1,2.0,1,30,1,581205,19242,0,0,0,4.151464285714286,0.033107079257748986
50000,2,2.0,2,22,0,193801,13600,0,0,0,3.87602,0.07017507649599332
20000,1,2.0,2,25,1,30746,4028,0,2,1,1.5373,0.1310089117283549
180000,1,1.0,2,28,0,58336,65127,1,-1,0,0.32408888888888887,1.1164118211738892
180000,1,2.0,2,26,1,42798,6182,0,0,0,0.23776666666666665,0.14444600214963316
150000,2,3.0,1,54,0,890084,33215,0,2,1,5.933893333333334,0.037316702693228954
70000,2,1.0,2,24,0,376683,13937,0,0,0,5.3811857142857145,0.03699928056217031
30000,1,2.0,2,29,0,195821,0,0,8,2,6.5273666666666665,0.0
500000,1,1.0,2,36,1,221094,194297,0,-2,0,0.442188,0.8787981582494324
60000,1,3.0,1,49,0,249106,18506,0,0,0,4.151766666666667,0.07428965982352893
50000,2,1.0,2,23,0,207233,13575,0,-2,0,4.14466,0.06550597636476815
130000,1,3.0,2,43,1,14525,23123,1,1,0,0.11173076923076923,1.591944922547332
260000,2,2.0,1,33,0,574724,62690,0,0,0,2.2104769230769232,0.1090784446099345
380000,1,3.0,1,53,0,0,0,1,-2,0,0.0,0.0
360000,2,2.0,2,25,0,1733208,158277,0,2,1,4.814466666666666,0.0913202570031987
50000,1,3.0,1,54,0,343176,12555,0,2,1,6.86352,0.03658472620462969
50000,2,3.0,1,39,0,209841,93507,0,2,1,4.19682,0.44560881810513675
260000,2,1.0,1,44,1,3694,2727,0,2,1,0.014207692307692308,0.7382241472658365
80000,2,2.0,2,27,0,363024,13800,0,0,0,4.5378,0.03801401560227423
360000,2,1.0,2,25,1,530882,11554,0,0,0,1.4746722222222222,0.02176378178201559
290000,2,1.0,2,29,1,0,0,1,1,0,0.0,0.0
200000,1,1.0,2,39,0,60200,61000,1,-2,0,0.301,1.0132890365448506
140000,1,1.0,1,45,0,258636,11264,0,2,1,1.8474,0.04355155508127252
360000,1,1.0,1,38,1,0,0,1,1,0,0.0,0.0
50000,2,2.0,2,23,1,2840,19970,1,0,0,0.0568,7.03169014084507
120000,1,2.0,2,25,0,594261,17894,0,2,1,4.952175,0.030111348380593712
100000,1,2.0,1,29,0,452524,115506,0,0,0,4.52524,0.25524834041951366
200000,2,2.0,1,28,0,381310,104095,0,0,0,1.90655,0.2729931027248171
90000,2,2.0,1,40,0,8054,8116,1,-1,0,0.0894888888888889,1.0076980382418674
360000,1,1.0,2,36,1,0,0,1,1,0,0.0,0.0
150000,2,3.0,2,30,1,16067,15696,0,-2,0,0.10711333333333334,0.976909192755337
140000,1,1.0,2,29,0,14413,10636,0,-1,0,0.10295,0.7379449108443766
200000,2,2.0,2,36,0,6419,5057,0,-1,0,0.032095,0.7878174170431531
170000,2,2.0,1,37,0,877061,33400,0,0,0,5.159182352941176,0.038081729777062256
30000,1,2.0,2,34,0,165671,9412,0,4,1,5.522366666666667,0.056811391251335476
80000,2,1.0,2,27,0,80000,0,0,0,0,1.0,0.0
280000,1,1.0,2,31,0,885931,41838,0,2,1,3.164039285714286,0.047224896747037864
410000,2,1.0,1,31,0,785,9225,1,2,1,0.0019146341463414634,11.751592356687897
450000,1,1.0,2,38,0,137274,91535,0,0,0,0.30505333333333334,0.666805075979428
80000,1,2.0,2,36,0,281221,10500,0,0,0,3.5152625,0.03733718321178006
360000,1,1.0,1,46,0,220894,23217,0,0,0,0.6135944444444444,0.10510471085679104
130000,2,1.0,1,36,0,618274,25900,0,0,0,4.755953846153846,0.04189081216418611
160000,2,1.0,2,26,1,37523,33325,0,0,0,0.23451875,0.88812195186952
140000,2,3.0,2,57,1,673599,26114,0,2,1,4.811421428571428,0.03876787228009543
240000,2,3.0,1,40,0,7592,7757,1,1,0,0.03163333333333333,1.0217334035827186
180000,2,3.0,3,45,0,4148,0,0,-1,0,0.023044444444444444,0.0
70000,1,1.0,3,57,0,406241,13612,0,0,0,5.803442857142858,0.033507203851900716
150000,2,2.0,2,25,0,576279,59880,0,0,0,3.84186,0.10390800289443135
210000,2,3.0,1,37,0,514301,17300,0,-2,0,2.4490523809523808,0.03363788909607409
200000,2,1.0,1,35,0,83337,12327,0,0,0,0.416685,0.14791749163036827
310000,1,2.0,2,33,0,20555,17989,0,-2,0,0.06630645161290323,0.8751641936268548
180000,1,1.0,1,38,0,856097,31879,0,2,1,4.756094444444445,0.0372376027482867
300000,1,2.0,2,31,0,136292,7151,0,0,0,0.4543066666666667,0.05246822997681449
450000,2,1.0,2,41,0,226791,218412,0,-1,0,0.50398,0.963054089447994
200000,1,1.0,2,33,0,103788,103656,0,1,0,0.51894,0.9987281766678229
30000,2,2.0,1,67,1,173627,7184,0,2,1,5.787566666666667,0.041376053263605314
400000,2,1.0,1,40,0,142272,133193,0,0,0,0.35568,0.9361856162843005
170000,1,1.0,2,33,0,6963,8304,1,-1,0,0.04095882352941176,1.1925894011202067
140000,2,1.0,2,31,1,2432,1780,0,2,1,0.017371428571428572,0.7319078947368421
200000,2,2.0,2,35,0,407754,17575,0,0,0,2.03877,0.04310196834365818
60000,2,2.0,3,39,0,-7010,4000,1,1,0,-0.11683333333333333,-0.5706134094151213
60000,1,2.0,2,27,1,282775,12800,0,2,1,4.712916666666667,0.04526567058615507
150000,1,1.0,2,23,0,407556,94564,0,0,0,2.71704,0.23202700978515836
180000,1,3.0,1,54,1,705668,21748,0,0,0,3.920377777777778,0.030819025377372928
50000,2,3.0,2,23,0,152088,10800,0,0,0,3.04176,0.07101151964652043
50000,1,3.0,2,24,0,66429,30078,0,0,0,1.32858,0.45278417558596395
20000,1,2.0,2,26,0,-2570,1400,1,-1,0,-0.1285,-0.5447470817120622
230000,2,2.0,2,52,1,11870,10874,0,2,1,0.051608695652173915,0.9160909856781803
110000,2,2.0,1,42,0,305968,11223,0,0,0,2.781527272727273,0.03668030643727448
90000,2,1.0,2,36,0,441849,17750,0,0,0,4.909433333333333,0.04017209499172794
20000,2,1.0,2,22,1,117325,10239,0,2,1,5.86625,0.08727040272746645
30000,2,1.0,2,23,0,126261,14500,0,0,0,4.2087,0.11484147915825156
220000,1,3.0,1,30,1,1045188,35168,0,2,1,4.750854545454546,0.03364753518027379
140000,2,3.0,2,24,1,274194,11279,0,2,1,1.9585285714285714,0.04113510871864446
300000,2,1.0,1,42,0,9075,8469,0,-2,0,0.03025,0.9332231404958677
100000,1,2.0,1,49,0,151960,5663,0,2,1,1.5196,0.037266385891023955
110000,1,2.0,2,31,0,1424,200,0,3,1,0.012945454545454545,0.1404494382022472
270000,2,3.0,2,33,0,380595,257784,0,0,0,1.4096111111111111,0.6773184093327553
30000,1,1.0,1,42,0,75166,31573,0,0,0,2.505533333333333,0.42004363675065853
70000,1,3.0,2,41,0,361180,15200,0,0,0,5.159714285714286,0.04208427930671687
230000,1,2.0,1,53,0,1820,470,0,2,1,0.00791304347826087,0.25824175824175827
20000,1,2.0,2,23,0,113143,15135,0,0,0,5.65715,0.13376877049397665
190000,2,1.0,2,33,0,482397,12438,0,2,1,2.5389315789473685,0.025783742436209182
20000,2,2.0,1,29,0,90000,9000,0,0,0,4.5,0.1
80000,2,3.0,1,67,0,102975,35736,0,0,0,1.2871875,0.3470356882738529
20000,1,3.0,1,33,1,66408,11368,0,2,1,3.3204,0.17118419467534032
60000,2,3.0,1,34,1,72435,6690,0,2,1,1.20725,0.09235866639055705
50000,1,2.0,1,49,0,43458,14325,0,0,0,0.86916,0.3296286069308298
280000,2,2.0,1,56,1,1491923,58615,0,0,0,5.328296428571429,0.0392882206387327
300000,1,1.0,1,42,0,379774,142842,0,0,0,1.2659133333333332,0.3761236946183783
30000,2,3.0,1,55,1,181086,8317,0,2,1,6.0362,0.04592845388379002
270000,2,2.0,1,25,0,940907,267494,0,0,0,3.484840740740741,0.2842937718605558
100000,1,3.0,2,30,0,345276,23833,0,0,0,3.45276,0.06902593866935437
240000,1,2.0,2,43,1,1746,1746,1,-1,0,0.007275,1.0
200000,1,1.0,2,40,0,39359,38099,0,-1,0,0.196795,0.9679869915394191
110000,2,1.0,2,35,0,216531,11700,0,2,1,1.9684636363636363,0.05403383349266387
230000,1,1.0,1,61,0,22554,28065,1,-1,0,0.0980608695652174,1.2443469007714818
150000,2,2.0,1,44,1,36808,107948,1,-1,0,0.24538666666666667,2.9327320147793956
350000,1,1.0,2,33,0,198413,78150,0,-1,0,0.5668942857142857,0.39387540130939
360000,1,4.0,1,66,0,328520,454250,1,-1,0,0.9125555555555556,1.3827164251795934
150000,2,2.0,2,40,0,19955,22466,1,1,0,0.13303333333333334,1.125833124530193
100000,1,3.0,2,47,0,369967,84235,0,0,0,3.69967,0.22768246897696282
500000,1,1.0,2,27,0,1167074,35130,0,0,0,2.334148,0.03010091905054864
500000,1,1.0,2,35,0,345428,171529,0,0,0,0.690856,0.4965694732332063
180000,2,3.0,1,47,0,1896,1896,1,-1,0,0.010533333333333334,1.0
400000,2,3.0,1,39,0,10472,9840,0,1,0,0.02618,0.9396485867074102
100000,2,2.0,2,29,0,227450,14908,0,0,0,2.2745,0.06554407562101561
10000,1,2.0,1,32,0,55377,3004,0,2,1,5.5377,0.05424634776170612
60000,2,1.0,2,30,0,217317,7900,0,2,1,3.62195,0.03635242525895351
50000,2,1.0,2,25,1,294164,11400,0,2,1,5.88328,0.03875389238655988
80000,2,2.0,2,23,0,300820,11431,0,0,0,3.76025,0.03799946812047071
110000,2,2.0,1,43,0,645621,25565,0,2,1,5.869281818181818,0.03959753477659494
410000,2,2.0,1,41,1,2194128,90680,0,0,0,5.351531707317073,0.04132849131864686
260000,2,2.0,1,40,0,342,342,1,1,0,0.0013153846153846154,1.0
30000,2,3.0,1,35,0,158314,8950,0,0,0,5.2771333333333335,0.05653321879303157
310000,2,1.0,2,28,0,159065,22566,0,0,0,0.5131129032258065,0.14186653254958664
70000,2,2.0,2,38,0,147687,6542,0,0,0,2.1098142857142856,0.04429638356795114
250000,1,1.0,2,31,0,1087211,36605,0,0,0,4.348844,0.033668717479863615
210000,1,3.0,1,29,0,1176607,40200,0,2,1,5.602890476190476,0.034166038447841975
360000,1,2.0,1,41,1,0,0,1,1,0,0.0,0.0
50000,1,2.0,2,31,0,200230,8654,0,2,1,4.0046,0.04322029665884233
670000,1,1.0,2,29,0,1415772,51690,0,0,0,2.113092537313433,0.03651011603563285
130000,1,1.0,2,26,0,101198,39929,0,0,0,0.7784461538461539,0.39456313365876794
170000,1,1.0,1,42,0,2485,10282,1,1,0,0.014617647058823529,4.137625754527163
30000,1,3.0,2,29,0,1170,780,0,-1,0,0.039,0.6666666666666666
110000,1,1.0,1,50,0,243966,13000,0,0,0,2.217872727272727,0.053286113638785736
210000,2,3.0,2,46,1,51334,23873,0,2,1,0.24444761904761905,0.4650524019168582
30000,2,2.0,2,24,1,160587,8662,0,2,1,5.3529,0.05393960905926382
260000,2,2.0,1,46,0,119652,20934,0,2,1,0.4602,0.17495737639153544
150000,2,3.0,2,28,0,13814,17875,1,-1,0,0.09209333333333333,1.293977124656146
20000,2,2.0,1,35,1,117051,4774,0,3,1,5.85255,0.04078564044732638
380000,2,1.0,1,40,0,133486,73637,0,-1,0,0.3512789473684211,0.5516458654840208
200000,2,1.0,1,41,0,8927,1115,0,-2,0,0.044635,0.12490198274896382
120000,2,2.0,1,47,0,9734,8871,0,-1,0,0.08111666666666667,0.9113416889254161
80000,1,2.0,1,54,1,326734,11900,0,0,0,4.084175,0.03642106422961797
30000,2,2.0,2,33,0,92840,4100,0,2,1,3.0946666666666665,0.04416199913830245
110000,1,2.0,2,29,0,513978,17600,0,2,1,4.672527272727272,0.0342427107775041
50000,2,3.0,1,44,0,9674,8083,0,-1,0,0.19348,0.8355385569567914
90000,2,2.0,1,24,0,457667,25043,0,0,0,5.085188888888889,0.054718823948416644
110000,1,1.0,2,33,0,213634,106517,0,0,0,1.9421272727272727,0.49859572914423733
50000,1,3.0,1,54,0,249125,11242,0,0,0,4.9825,0.04512594079277471
60000,1,1.0,2,27,0,39517,18281,0,-1,0,0.6586166666666666,0.46261102816509353
150000,2,2.0,2,37,1,359680,11997,0,0,0,2.397866666666667,0.033354648576512456
20000,1,1.0,2,24,0,51134,1520,0,2,1,2.5567,0.029725818437830016
140000,2,3.0,1,54,1,-900,0,1,1,0,-0.0064285714285714285,-0.0
120000,2,2.0,1,34,0,21583,22149,1,1,0,0.17985833333333334,1.0262243432331002
200000,2,2.0,2,40,1,990137,39300,0,2,1,4.950685,0.03969147703802605
20000,1,2.0,2,30,1,103202,2500,0,4,1,5.1601,0.024224336737660123
50000,1,2.0,2,26,0,296146,45771,0,0,0,5.92292,0.15455552328918845
200000,2,2.0,1,41,0,78570,9289,0,0,0,0.39285,0.11822578592338043
100000,2,2.0,2,29,0,528090,28600,0,0,0,5.2809,0.05415743528565207
300000,1,1.0,1,38,0,2285,0,0,-1,0,0.0076166666666666666,0.0
500000,2,1.0,2,35,0,107799,150040,1,0,0,0.215598,1.3918496461006131
360000,2,2.0,1,52,0,19158,16773,0,-1,0,0.05321666666666667,0.8755089257751331
160000,2,1.0,2,29,0,0,0,1,1,0,0.0,0.0
50000,2,2.0,2,23,1,299237,11793,0,2,1,5.98474,0.03941023336017939
230000,2,2.0,1,34,1,1085160,33938,0,0,0,4.718086956521739,0.031274650742747614
200000,2,2.0,2,34,0,14308,14308,1,1,0,0.07154,1.0
270000,1,1.0,1,44,0,1633110,61461,0,4,1,6.048555555555556,0.03763432959200544
50000,2,2.0,1,36,0,255364,11204,0,2,1,5.10728,0.043874626024028446
20000,1,2.0,2,28,0,102952,6200,0,2,1,5.1476,0.06022223949024788
60000,2,2.0,2,31,0,270783,11273,0,2,1,4.51305,0.04163112159921413
50000,1,2.0,2,31,0,54660,35362,0,0,0,1.0932,0.646944749359678
50000,1,2.0,1,41,0,116891,6619,0,0,0,2.33782,0.0566254031533651
130000,2,3.0,1,44,0,612708,26400,0,2,1,4.7131384615384615,0.04308740868407137
230000,2,3.0,2,47,0,657919,32000,0,0,0,2.860517391304348,0.0486382062229545
20000,1,2.0,2,25,0,14087,4434,0,0,0,0.70435,0.3147582877830624
30000,2,1.0,2,25,0,120939,5523,0,2,1,4.0313,0.04566765063379059
200000,2,1.0,1,39,0,37641,23427,0,0,0,0.188205,0.6223798517573922
140000,2,2.0,1,24,0,10288,12214,1,-1,0,0.07348571428571428,1.187208398133748
100000,2,2.0,1,35,1,584615,24612,0,2,1,5.84615,0.04209950138125091
240000,1,2.0,1,32,1,811461,29900,0,2,1,3.3810875,0.03684711896197106
70000,2,1.0,2,31,1,14400,0,0,7,2,0.2057142857142857,0.0
360000,1,1.0,2,33,0,251937,49927,0,2,1,0.699825,0.19817255901276906
140000,2,1.0,2,30,0,848817,25273,0,2,1,6.062978571428571,0.029774380107844212
50000,1,2.0,1,52,0,10211,2005,0,2,1,0.20422,0.19635687004211144
210000,2,2.0,1,36,0,5466,3820,0,0,0,0.02602857142857143,0.698865715331138
280000,1,1.0,2,30,0,965559,30866,0,2,1,3.448425,0.03196697457120694
180000,2,2.0,2,42,1,316826,13000,0,2,1,1.7601444444444445,0.04103198601124908
150000,2,1.0,2,30,0,25849,13225,0,0,0,0.17232666666666666,0.5116252079384116
20000,1,3.0,1,47,0,102971,10737,0,2,1,5.14855,0.10427207660409242
350000,2,2.0,1,29,0,41463,37730,0,-1,0,0.11846571428571429,0.9099679232086438
130000,2,1.0,2,23,0,57553,50024,0,0,0,0.4427153846153846,0.8691814501416086
470000,1,3.0,1,39,0,0,789,1,1,0,0.0,0.0
340000,2,2.0,1,48,0,16307,7555,0,0,0,0.04796176470588235,0.463297970196848
80000,1,2.0,2,26,0,466217,15500,0,2,1,5.8277125,0.0332463209192286
70000,1,1.0,2,33,0,188004,4500,0,0,0,2.6857714285714285,0.023935660943384184
230000,2,2.0,1,44,0,18217,14976,0,-2,0,0.07920434782608696,0.8220892572871493
180000,2,2.0,1,36,0,121012,44113,0,0,0,0.6722888888888889,0.36453409579215285
210000,2,2.0,1,39,0,134801,58199,0,0,0,0.6419095238095238,0.4317401206222506
20000,1,2.0,2,24,0,2340,1560,0,-1,0,0.117,0.6666666666666666
140000,2,2.0,2,25,0,572974,108103,0,2,1,4.092671428571428,0.1886699920066181
200000,1,1.0,2,52,0,640693,25018,0,0,0,3.203465,0.03904834296613199
50000,2,3.0,1,59,0,156649,10562,0,0,0,3.13298,0.0674246244789306
80000,2,1.0,2,23,0,22337,12259,0,0,0,0.2792125,0.5488203429287729
30000,2,3.0,2,48,0,37493,12000,0,0,0,1.2497666666666667,0.32005974448563734
140000,2,1.0,2,28,1,81563,10800,0,2,1,0.5825928571428571,0.13241298137635937
80000,1,3.0,1,62,0,14595,33622,1,-1,0,0.1824375,2.3036656389174377
220000,2,3.0,1,38,0,113946,112978,0,-1,0,0.5179363636363636,0.9915047478630228
180000,2,1.0,2,32,0,3996,3996,1,-1,0,0.0222,1.0
140000,2,2.0,1,29,1,282768,85983,0,0,0,2.0197714285714286,0.304076133084366
180000,1,2.0,2,25,1,73070,4946,0,2,1,0.40594444444444444,0.0676885178595867
50000,2,2.0,2,35,0,99387,6400,0,0,0,1.98774,0.06439473975469628
170000,2,2.0,2,27,0,466518,17250,0,0,0,2.7442235294117645,0.03697606523220969
50000,1,2.0,2,38,0,179642,4557,0,0,0,3.59284,0.025367119047884124
50000,1,2.0,2,24,0,142726,6500,0,0,0,2.85452,0.045541807379174085
300000,1,2.0,1,29,0,874,0,0,-1,0,0.0029133333333333333,0.0
390000,2,1.0,2,27,0,1971179,72656,0,2,1,5.054305128205129,0.03685915890946484
90000,2,2.0,1,55,1,333870,17003,0,2,1,3.7096666666666667,0.05092700751789619
200000,2,1.0,2,29,0,1164799,57500,0,0,0,5.823995,0.049364740182640955
460000,1,1.0,2,29,0,2097835,73494,0,0,0,4.560510869565217,0.0350332604804477
10000,1,2.0,2,23,0,15606,2135,0,0,0,1.5606,0.13680635652953993
20000,1,2.0,1,30,1,10070,6566,0,0,0,0.5035,0.6520357497517378
50000,2,2.0,1,50,0,4899,9529,1,-1,0,0.09798,1.945090834864258
480000,2,2.0,1,38,0,316910,35487,0,0,0,0.6602291666666666,0.11197816414754978
180000,2,1.0,2,24,0,1028440,41100,0,0,0,5.713555555555556,0.03996343977285986
240000,2,1.0,2,29,0,17581,6605,0,0,0,0.07325416666666666,0.37568966497923895
250000,1,1.0,2,38,0,21212,28447,1,-2,0,0.084848,1.3410805204601168
270000,2,2.0,2,34,1,19883,19616,0,-1,0,0.07364074074074074,0.986571442941206
200000,1,1.0,1,37,0,216253,184845,0,0,0,1.081265,0.8547627084942174
100000,2,3.0,1,66,0,592295,24339,0,0,0,5.92295,0.04109269873964832
160000,2,1.0,1,39,0,4555,4986,1,-2,0,0.02846875,1.0946212952799121
80000,2,2.0,1,45,0,315866,13247,0,0,0,3.948325,0.04193867019558927
130000,1,2.0,1,44,0,98964,3152,0,2,1,0.7612615384615384,0.031849965644072595
340000,2,3.0,2,44,1,882267,35292,0,0,0,2.594902941176471,0.0400014961457246
360000,1,1.0,1,36,0,11536,11647,1,-1,0,0.032044444444444445,1.009622052704577
120000,2,3.0,1,40,0,405592,111704,0,0,0,3.3799333333333332,0.2754097713958855
120000,1,1.0,2,29,0,184871,8554,0,0,0,1.5405916666666666,0.046270101854806865
300000,2,1.0,2,48,0,1308017,45519,0,0,0,4.360056666666667,0.034800006421934884
60000,2,2.0,2,23,0,29461,27945,0,2,1,0.49101666666666666,0.9485421404568752
210000,2,2.0,1,50,0,628839,21646,0,0,0,2.9944714285714285,0.034422165291910965
210000,2,2.0,1,29,1,518778,14295,0,0,0,2.4703714285714287,0.02755513919248696
70000,2,3.0,1,49,1,138367,8540,0,2,1,1.9766714285714286,0.06171991876675797
200000,1,2.0,1,33,0,90468,32152,0,2,1,0.45234,0.35539638325153644
230000,2,2.0,1,51,1,340647,15554,0,0,0,1.4810739130434782,0.04566017020552067
20000,1,3.0,1,23,1,102621,22933,0,0,0,5.13105,0.22347277847614036
210000,2,1.0,1,37,0,1135778,86155,0,0,0,5.4084666666666665,0.07585549288681415
160000,2,3.0,2,26,0,2340,2340,1,-1,0,0.014625,1.0
290000,2,1.0,1,30,1,8559,42547,1,-1,0,0.029513793103448274,4.971024652412665
80000,2,3.0,1,26,0,282718,10454,0,0,0,3.533975,0.03697677544408209
360000,1,1.0,2,43,0,13880,9974,0,-1,0,0.03855555555555556,0.7185878962536023
230000,1,1.0,2,32,0,728514,34326,0,0,0,3.1674521739130435,0.047117831640846985
360000,1,3.0,1,54,0,87530,71700,0,-1,0,0.24313888888888888,0.8191477207814464
340000,2,1.0,1,30,0,1575459,100130,0,0,0,4.6337029411764705,0.06355608111667774
50000,2,1.0,2,22,0,61457,4333,0,0,0,1.22914,0.07050458043835527
80000,1,2.0,2,38,0,347463,38202,0,0,0,4.3432875,0.1099455193790418
50000,2,2.0,2,24,0,195884,27869,0,0,0,3.91768,0.14227297788487064
30000,2,1.0,2,24,0,29968,32223,1,0,0,0.9989333333333333,1.0752469300587293
210000,1,1.0,2,26,0,4980,19133,1,-1,0,0.023714285714285716,3.8419678714859438
150000,2,2.0,1,42,1,23222,23897,1,-1,0,0.15481333333333333,1.0290672638015674
20000,1,2.0,2,21,0,40984,3573,0,0,0,2.0492,0.08718036306851454
20000,1,3.0,2,22,1,36596,1000,0,0,0,1.8298,0.02732539075308777
240000,2,3.0,1,41,0,10237,6157,0,-1,0,0.04265416666666667,0.601445736055485
500000,2,2.0,1,50,0,204688,208169,1,-1,0,0.409376,1.017006370671461
90000,2,2.0,1,23,1,93139,22200,0,0,0,1.0348777777777778,0.23835342874628243
50000,1,3.0,2,46,0,159414,7405,0,0,0,3.18828,0.04645137817255699
50000,2,2.0,2,22,1,240857,9527,0,0,0,4.81714,0.03955459048314975
680000,1,1.0,2,37,0,246485,172900,0,0,0,0.3624779411764706,0.7014625636448465
50000,1,1.0,1,47,0,294706,13000,0,2,1,5.89412,0.04411175883762122
100000,2,2.0,1,40,0,2282,2282,1,0,0,0.02282,1.0
280000,2,1.0,2,30,0,1835889,61124,0,0,0,6.5567464285714285,0.0332939518674604
30000,1,2.0,2,54,1,130988,8798,0,0,0,4.366266666666666,0.06716645799615233
50000,1,2.0,2,27,1,105677,55146,0,2,1,2.11354,0.5218354041087465
60000,1,1.0,1,33,0,46941,46198,0,-1,0,0.78235,0.9841716196928059
120000,1,2.0,1,57,1,625748,26013,0,0,0,5.214566666666666,0.04157104777002883
80000,2,2.0,1,35,0,27317,24427,0,0,0,0.3414625,0.8942050737635905
500000,1,1.0,1,45,0,317,967,1,-1,0,0.000634,3.050473186119874
70000,2,3.0,1,32,0,80396,21573,0,2,1,1.1485142857142858,0.26833424548485
160000,2,2.0,1,45,0,1468,1468,1,-2,0,0.009175,1.0
100000,2,3.0,1,50,1,516608,114500,0,2,1,5.16608,0.22163806987115955
10000,1,3.0,2,35,0,54902,5920,0,0,0,5.4902,0.10782849440821828
90000,1,1.0,2,26,0,41743,34294,0,0,0,0.4638111111111111,0.8215509187169107
170000,1,1.0,1,39,1,500638,23900,0,4,1,2.944929411764706,0.04773908492763234
90000,2,2.0,2,35,0,5334,2667,0,-1,0,0.05926666666666667,0.5
180000,2,3.0,2,42,0,458222,103100,0,0,0,2.5456777777777777,0.2250001091174147
350000,2,1.0,1,52,1,14400,0,0,7,2,0.04114285714285714,0.0
270000,1,2.0,2,35,0,690621,49548,0,0,0,2.5578555555555558,0.07174412593882896
200000,2,1.0,2,29,1,139400,32603,0,0,0,0.697,0.23388091822094692
20000,2,1.0,2,22,0,96635,10433,0,0,0,4.83175,0.10796295338128008
100000,1,2.0,2,30,0,273688,14000,0,0,0,2.73688,0.05115313787962936
290000,1,1.0,1,46,0,822000,128498,0,0,0,2.8344827586206898,0.156323600973236
70000,1,3.0,2,28,0,409504,13242,0,2,1,5.850057142857143,0.032336680471985624
230000,1,1.0,2,26,0,2601,2230,0,-2,0,0.011308695652173913,0.857362552864283
180000,2,1.0,2,28,0,39315,52657,1,0,0,0.21841666666666668,1.339361566831998
210000,1,1.0,2,33,0,1896,1896,1,-1,0,0.00902857142857143,1.0
50000,1,1.0,2,24,0,202417,5556,0,2,1,4.04834,0.02744828744621252
150000,1,1.0,2,37,0,289241,15046,0,0,0,1.9282733333333333,0.05201890465044721
380000,1,2.0,1,50,1,1422333,374138,0,0,0,3.7429815789473686,0.2630452924877648
50000,1,2.0,1,44,0,202117,6856,0,0,0,4.04234,0.033920946778351155
150000,2,3.0,1,43,1,3890,2730,0,2,1,0.025933333333333333,0.7017994858611826
220000,1,2.0,2,29,0,716976,31225,0,0,0,3.258981818181818,0.043550969627993125
80000,2,4.0,2,27,0,281004,10800,0,0,0,3.51255,0.038433616603322375
220000,2,2.0,1,32,0,1234593,50710,0,0,0,5.611786363636364,0.04107426496019336
70000,2,2.0,2,34,0,163102,10900,0,2,1,2.3300285714285716,0.0668293460533899
120000,1,2.0,2,37,1,107268,7000,0,2,1,0.8939,0.06525711302531977
180000,2,2.0,2,32,0,159763,35582,0,0,0,0.8875722222222222,0.22271740014897065
50000,2,3.0,1,57,0,293618,12046,0,0,0,5.87236,0.04102609513040754
10000,2,2.0,3,46,0,54202,6396,0,2,1,5.4202,0.11800302571860817
370000,2,1.0,1,53,0,111919,81338,0,0,0,0.30248378378378377,0.7267577444401755
20000,2,1.0,2,26,0,21116,3022,0,0,0,1.0558,0.1431142261792006
150000,1,2.0,1,34,0,831322,32360,0,0,0,5.5421466666666666,0.03892595167696753
20000,1,1.0,2,26,1,3062,2646,0,-1,0,0.1531,0.8641410842586544
480000,2,2.0,1,54,0,26304,11433,0,-2,0,0.0548,0.43464872262773724
50000,1,3.0,2,26,0,173316,13000,0,2,1,3.46632,0.075007500750075
170000,1,2.0,2,31,0,163344,9987,0,0,0,0.9608470588235294,0.061140905083749635
400000,2,2.0,2,30,0,6602,7402,1,-2,0,0.016505,1.1211754013935171
200000,2,1.0,2,31,0,274875,27488,0,0,0,1.374375,0.10000181900864029
360000,1,1.0,2,34,0,150,209,1,1,0,0.0004166666666666667,1.3933333333333333
140000,2,4.0,2,36,0,508806,117682,0,0,0,3.6343285714285716,0.23129051151126362
260000,1,3.0,1,34,0,26436,6897,0,-2,0,0.10167692307692308,0.2608942351339083
440000,2,2.0,2,26,0,413590,16600,0,0,0,0.9399772727272727,0.040136366933436494
500000,1,2.0,1,43,0,74974,73024,0,0,0,0.149948,0.9739909835409609
230000,2,2.0,1,29,0,263245,81000,0,0,0,1.1445434782608697,0.30769815191171723
470000,1,2.0,1,41,0,101111,98940,0,-1,0,0.21512978723404255,0.978528547833569
20000,2,3.0,1,48,1,76309,4100,0,3,1,3.81545,0.0537289179520109
210000,2,2.0,2,24,0,618722,23403,0,0,0,2.9462952380952383,0.037824741968121384
20000,2,1.0,2,23,0,65633,21468,0,0,0,3.28165,0.3270915545533497
20000,2,3.0,1,53,0,85552,6910,0,0,0,4.2776,0.08076959042453713
200000,2,2.0,1,34,0,49107,53394,1,1,0,0.245535,1.0872991630521107
250000,2,2.0,2,36,1,76549,66961,0,0,0,0.306196,0.8747468941462331
300000,1,2.0,2,41,0,92893,29659,0,2,1,0.3096433333333333,0.3192813236734738
320000,2,1.0,2,30,0,545966,41657,0,0,0,1.70614375,0.07629962305345021
50000,1,2.0,2,29,0,232531,9300,0,2,1,4.65062,0.03999466737768297
200000,2,2.0,1,34,0,25219,24925,0,-1,0,0.126095,0.9883421230024981
